x0,x1,x2,y
15,1,17,256
15,2,17,257
15,3,17,258
15,4,17,259
15,5,17,260
15,6,17,261
15,7,17,262
15,8,17,263
15,9,17,264
15,10,17,265
15,11,17,266
15,12,17,267
15,13,17,268
15,14,17,269
15,15,17,270
15,16,17,271
16,0,17,272
16,1,17,273
16,2,17,274
16,3,17,275
16,4,17,276
16,5,17,277
16,6,17,278
16,7,17,279
16,8,17,280
16,9,17,281
16,10,17,282
16,11,17,283
16,12,17,284
16,13,17,285
16,14,17,286
16,15,17,287
16,16,17,288
0,0,18,0
0,1,18,1
0,2,18,2
0,3,18,3
0,4,18,4
0,5,18,5
0,6,18,6
0,7,18,7
0,8,18,8
0,9,18,9
0,10,18,10
0,11,18,11
0,12,18,12
0,13,18,13
0,14,18,14
0,15,18,15
0,16,18,16
0,17,18,17
1,0,18,18
1,1,18,19
1,2,18,20
1,3,18,21
1,4,18,22
1,5,18,23
1,6,18,24
1,7,18,25
1,8,18,26
1,9,18,27
1,10,18,28
1,11,18,29
1,12,18,30
1,13,18,31
1,14,18,32
1,15,18,33
1,16,18,34
1,17,18,35
2,0,18,36
2,1,18,37
2,2,18,38
2,3,18,39
2,4,18,40
2,5,18,41
2,6,18,42
2,7,18,43
2,8,18,44
2,9,18,45
2,10,18,46
2,11,18,47
2,12,18,48
2,13,18,49
2,14,18,50
2,15,18,51
2,16,18,52
2,17,18,53
3,0,18,54
3,1,18,55
3,2,18,56
3,3,18,57
3,4,18,58
3,5,18,59
3,6,18,60
3,7,18,61
3,8,18,62
3,9,18,63
3,10,18,64
3,11,18,65
3,12,18,66
3,13,18,67
3,14,18,68
3,15,18,69
3,16,18,70
3,17,18,71
4,0,18,72
4,1,18,73
4,2,18,74
4,3,18,75
4,4,18,76
4,5,18,77
4,6,18,78
4,7,18,79
4,8,18,80
4,9,18,81
4,10,18,82
4,11,18,83
4,12,18,84
4,13,18,85
4,14,18,86
4,15,18,87
4,16,18,88
4,17,18,89
5,0,18,90
5,1,18,91
5,2,18,92
5,3,18,93
5,4,18,94
5,5,18,95
5,6,18,96
5,7,18,97
5,8,18,98
5,9,18,99
5,10,18,100
5,11,18,101
5,12,18,102
5,13,18,103
5,14,18,104
5,15,18,105
5,16,18,106
5,17,18,107
6,0,18,108
6,1,18,109
6,2,18,110
6,3,18,111
6,4,18,112
6,5,18,113
6,6,18,114
6,7,18,115
6,8,18,116
6,9,18,117
6,10,18,118
6,11,18,119
6,12,18,120
6,13,18,121
6,14,18,122
6,15,18,123
6,16,18,124
6,17,18,125
7,0,18,126
7,1,18,127
7,2,18,128
7,3,18,129
7,4,18,130
7,5,18,131
7,6,18,132
7,7,18,133
7,8,18,134
7,9,18,135
7,10,18,136
7,11,18,137
7,12,18,138
7,13,18,139
7,14,18,140
7,15,18,141
7,16,18,142
7,17,18,143
8,0,18,144
8,1,18,145
8,2,18,146
8,3,18,147
8,4,18,148
8,5,18,149
8,6,18,150
8,7,18,151
8,8,18,152
8,9,18,153
8,10,18,154
8,11,18,155
8,12,18,156
8,13,18,157
8,14,18,158
8,15,18,159
8,16,18,160
8,17,18,161
9,0,18,162
9,1,18,163
9,2,18,164
9,3,18,165
9,4,18,166
9,5,18,167
9,6,18,168
9,7,18,169
9,8,18,170
9,9,18,171
9,10,18,172
9,11,18,173
9,12,18,174
9,13,18,175
9,14,18,176
9,15,18,177
9,16,18,178
9,17,18,179
10,0,18,180
10,1,18,181
10,2,18,182
10,3,18,183
10,4,18,184
10,5,18,185
10,6,18,186
10,7,18,187
10,8,18,188
10,9,18,189
10,10,18,190
10,11,18,191
10,12,18,192
10,13,18,193
10,14,18,194
10,15,18,195
10,16,18,196
10,17,18,197
11,0,18,198
11,1,18,199
11,2,18,200
11,3,18,201
11,4,18,202
11,5,18,203
11,6,18,204
11,7,18,205
11,8,18,206
11,9,18,207
11,10,18,208
11,11,18,209
11,12,18,210
11,13,18,211
11,14,18,212
11,15,18,213
11,16,18,214
11,17,18,215
12,0,18,216
12,1,18,217
12,2,18,218
12,3,18,219
12,4,18,220
12,5,18,221
12,6,18,222
12,7,18,223
12,8,18,224
12,9,18,225
12,10,18,226
12,11,18,227
12,12,18,228
12,13,18,229
12,14,18,230
12,15,18,231
12,16,18,232
12,17,18,233
13,0,18,234
13,1,18,235
13,2,18,236
13,3,18,237
13,4,18,238
13,5,18,239
13,6,18,240
13,7,18,241
13,8,18,242
13,9,18,243
13,10,18,244
13,11,18,245
13,12,18,246
13,13,18,247
13,14,18,248
13,15,18,249
13,16,18,250
13,17,18,251
14,0,18,252
14,1,18,253
14,2,18,254
14,3,18,255
14,4,18,256
14,5,18,257
14,6,18,258
14,7,18,259
14,8,18,260
14,9,18,261
14,10,18,262
14,11,18,263
14,12,18,264
14,13,18,265
14,14,18,266
14,15,18,267
14,16,18,268
14,17,18,269
15,0,18,270
15,1,18,271
15,2,18,272
15,3,18,273
15,4,18,274
15,5,18,275
15,6,18,276
15,7,18,277
15,8,18,278
15,9,18,279
15,10,18,280
15,11,18,281
15,12,18,282
15,13,18,283
15,14,18,284
15,15,18,285
15,16,18,286
15,17,18,287
16,0,18,288
16,1,18,289
16,2,18,290
16,3,18,291
16,4,18,292
16,5,18,293
16,6,18,294
16,7,18,295
16,8,18,296
16,9,18,297
16,10,18,298
16,11,18,299
16,12,18,300
16,13,18,301
16,14,18,302
16,15,18,303
16,16,18,304
16,17,18,305
17,0,18,306
17,1,18,307
17,2,18,308
17,3,18,309
17,4,18,310
17,5,18,311
17,6,18,312
17,7,18,313
17,8,18,314
17,9,18,315
17,10,18,316
17,11,18,317
17,12,18,318
17,13,18,319
17,14,18,320
17,15,18,321
17,16,18,322
17,17,18,323
0,0,19,0
0,1,19,1
0,2,19,2
0,3,19,3
0,4,19,4
0,5,19,5
0,6,19,6
0,7,19,7
0,8,19,8
0,9,19,9
0,10,19,10
0,11,19,11
0,12,19,12
0,13,19,13
0,14,19,14
0,15,19,15
0,16,19,16
0,17,19,17
0,18,19,18
1,0,19,19
1,1,19,20
1,2,19,21
1,3,19,22
1,4,19,23
1,5,19,24
1,6,19,25
1,7,19,26
1,8,19,27
1,9,19,28
1,10,19,29
1,11,19,30
1,12,19,31
1,13,19,32
1,14,19,33
1,15,19,34
1,16,19,35
1,17,19,36
1,18,19,37
2,0,19,38
2,1,19,39
2,2,19,40
2,3,19,41
2,4,19,42
2,5,19,43
2,6,19,44
2,7,19,45
2,8,19,46
2,9,19,47
2,10,19,48
2,11,19,49
2,12,19,50
2,13,19,51
2,14,19,52
2,15,19,53
2,16,19,54
2,17,19,55
2,18,19,56
3,0,19,57
3,1,19,58
3,2,19,59
3,3,19,60
3,4,19,61
3,5,19,62
3,6,19,63
3,7,19,64
3,8,19,65
3,9,19,66
3,10,19,67
3,11,19,68
3,12,19,69
3,13,19,70
3,14,19,71
3,15,19,72
3,16,19,73
3,17,19,74
3,18,19,75
4,0,19,76
4,1,19,77
4,2,19,78
4,3,19,79
4,4,19,80
4,5,19,81
4,6,19,82
4,7,19,83
4,8,19,84
4,9,19,85
4,10,19,86
4,11,19,87
4,12,19,88
4,13,19,89
4,14,19,90
4,15,19,91
4,16,19,92
4,17,19,93
4,18,19,94
5,0,19,95
5,1,19,96
5,2,19,97
5,3,19,98
5,4,19,99
5,5,19,100
5,6,19,101
5,7,19,102
5,8,19,103
5,9,19,104
5,10,19,105
5,11,19,106
5,12,19,107
5,13,19,108
5,14,19,109
5,15,19,110
5,16,19,111
5,17,19,112
5,18,19,113
6,0,19,114
6,1,19,115
6,2,19,116
6,3,19,117
6,4,19,118
6,5,19,119
6,6,19,120
6,7,19,121
6,8,19,122
6,9,19,123
6,10,19,124
6,11,19,125
6,12,19,126
6,13,19,127
6,14,19,128
6,15,19,129
6,16,19,130
6,17,19,131
6,18,19,132
7,0,19,133
7,1,19,134
7,2,19,135
7,3,19,136
7,4,19,137
7,5,19,138
7,6,19,139
7,7,19,140
7,8,19,141
7,9,19,142
7,10,19,143
7,11,19,144
7,12,19,145
7,13,19,146
7,14,19,147
7,15,19,148
7,16,19,149
7,17,19,150
7,18,19,151
8,0,19,152
8,1,19,153
8,2,19,154
8,3,19,155
8,4,19,156
8,5,19,157
8,6,19,158
8,7,19,159
8,8,19,160
8,9,19,161
8,10,19,162
8,11,19,163
8,12,19,164
8,13,19,165
8,14,19,166
8,15,19,167
8,16,19,168
8,17,19,169
8,18,19,170
9,0,19,171
9,1,19,172
9,2,19,173
9,3,19,174
9,4,19,175
9,5,19,176
9,6,19,177
9,7,19,178
9,8,19,179
9,9,19,180
9,10,19,181
9,11,19,182
9,12,19,183
9,13,19,184
9,14,19,185
9,15,19,186
9,16,19,187
9,17,19,188
9,18,19,189
10,0,19,190
10,1,19,191
10,2,19,192
10,3,19,193
10,4,19,194
10,5,19,195
10,6,19,196
10,7,19,197
10,8,19,198
10,9,19,199
10,10,19,200
10,11,19,201
10,12,19,202
10,13,19,203
10,14,19,204
10,15,19,205
10,16,19,206
10,17,19,207
10,18,19,208
11,0,19,209
11,1,19,210
11,2,19,211
11,3,19,212
11,4,19,213
11,5,19,214
11,6,19,215
11,7,19,216
11,8,19,217
11,9,19,218
11,10,19,219
11,11,19,220
11,12,19,221
11,13,19,222
11,14,19,223
11,15,19,224
11,16,19,225
11,17,19,226
11,18,19,227
12,0,19,228
12,1,19,229
12,2,19,230
12,3,19,231
12,4,19,232
12,5,19,233
12,6,19,234
12,7,19,235
12,8,19,236
12,9,19,237
12,10,19,238
12,11,19,239
12,12,19,240
12,13,19,241
12,14,19,242
12,15,19,243
12,16,19,244
12,17,19,245
12,18,19,246
13,0,19,247
13,1,19,248
13,2,19,249
13,3,19,250
13,4,19,251
13,5,19,252
13,6,19,253
13,7,19,254
13,8,19,255
13,9,19,256
13,10,19,257
13,11,19,258
13,12,19,259
13,13,19,260
13,14,19,261
13,15,19,262
13,16,19,263
13,17,19,264
13,18,19,265
14,0,19,266
14,1,19,267
14,2,19,268
14,3,19,269
14,4,19,270
14,5,19,271
14,6,19,272
14,7,19,273
14,8,19,274
14,9,19,275
14,10,19,276
14,11,19,277
14,12,19,278
14,13,19,279
14,14,19,280
14,15,19,281
14,16,19,282
14,17,19,283
14,18,19,284
15,0,19,285
15,1,19,286
15,2,19,287
15,3,19,288
15,4,19,289
15,5,19,290
15,6,19,291
15,7,19,292
15,8,19,293
15,9,19,294
15,10,19,295
15,11,19,296
15,12,19,297
15,13,19,298
15,14,19,299
15,15,19,300
15,16,19,301
15,17,19,302
15,18,19,303
16,0,19,304
16,1,19,305
16,2,19,306
16,3,19,307
16,4,19,308
16,5,19,309
16,6,19,310
16,7,19,311
16,8,19,312
16,9,19,313
16,10,19,314
16,11,19,315
16,12,19,316
16,13,19,317
16,14,19,318
16,15,19,319
16,16,19,320
16,17,19,321
16,18,19,322
17,0,19,323
17,1,19,324
17,2,19,325
17,3,19,326
17,4,19,327
17,5,19,328
17,6,19,329
17,7,19,330
17,8,19,331
17,9,19,332
17,10,19,333
17,11,19,334
17,12,19,335
17,13,19,336
17,14,19,337
17,15,19,338
17,16,19,339
17,17,19,340
17,18,19,341
18,0,19,342
18,1,19,343
18,2,19,344
18,3,19,345
18,4,19,346
18,5,19,347
18,6,19,348
18,7,19,349
18,8,19,350
18,9,19,351
18,10,19,352
18,11,19,353
18,12,19,354
18,13,19,355
18,14,19,356
18,15,19,357
18,16,19,358
18,17,19,359
18,18,19,360
0,0,20,0
0,1,20,1
0,2,20,2
0,3,20,3
0,4,20,4
0,5,20,5
0,6,20,6
0,7,20,7
0,8,20,8
0,9,20,9
0,10,20,10
0,11,20,11
0,12,20,12
0,13,20,13
0,14,20,14
0,15,20,15
0,16,20,16
0,17,20,17
0,18,20,18
0,19,20,19
1,0,20,20
1,1,20,21
1,2,20,22
1,3,20,23
1,4,20,24
1,5,20,25
1,6,20,26
1,7,20,27
1,8,20,28
1,9,20,29
1,10,20,30
1,11,20,31
1,12,20,32
1,13,20,33
1,14,20,34
1,15,20,35
1,16,20,36
1,17,20,37
1,18,20,38
1,19,20,39
2,0,20,40
2,1,20,41
2,2,20,42
2,3,20,43
2,4,20,44
2,5,20,45
2,6,20,46
2,7,20,47
2,8,20,48
2,9,20,49
2,10,20,50
2,11,20,51
2,12,20,52
2,13,20,53
2,14,20,54
2,15,20,55
2,16,20,56
2,17,20,57
2,18,20,58
2,19,20,59
3,0,20,60
3,1,20,61
3,2,20,62
3,3,20,63
3,4,20,64
3,5,20,65
3,6,20,66
3,7,20,67
3,8,20,68
3,9,20,69
3,10,20,70
3,11,20,71
3,12,20,72
3,13,20,73
3,14,20,74
3,15,20,75
3,16,20,76
3,17,20,77
3,18,20,78
3,19,20,79
4,0,20,80
4,1,20,81
4,2,20,82
4,3,20,83
4,4,20,84
4,5,20,85
4,6,20,86
4,7,20,87
4,8,20,88
4,9,20,89
4,10,20,90
4,11,20,91
4,12,20,92
4,13,20,93
4,14,20,94
4,15,20,95
4,16,20,96
4,17,20,97
4,18,20,98
4,19,20,99
5,0,20,100
5,1,20,101
5,2,20,102
5,3,20,103
5,4,20,104
5,5,20,105
5,6,20,106
5,7,20,107
5,8,20,108
5,9,20,109
5,10,20,110
5,11,20,111
5,12,20,112
5,13,20,113
5,14,20,114
5,15,20,115
5,16,20,116
5,17,20,117
5,18,20,118
5,19,20,119
6,0,20,120
6,1,20,121
6,2,20,122
6,3,20,123
6,4,20,124
6,5,20,125
6,6,20,126
6,7,20,127
6,8,20,128
6,9,20,129
6,10,20,130
6,11,20,131
6,12,20,132
6,13,20,133
6,14,20,134
6,15,20,135
6,16,20,136
6,17,20,137
6,18,20,138
6,19,20,139
7,0,20,140
7,1,20,141
7,2,20,142
7,3,20,143
7,4,20,144
7,5,20,145
7,6,20,146
7,7,20,147
7,8,20,148
7,9,20,149
7,10,20,150
7,11,20,151
7,12,20,152
7,13,20,153
7,14,20,154
7,15,20,155
7,16,20,156
7,17,20,157
7,18,20,158
7,19,20,159
8,0,20,160
8,1,20,161
8,2,20,162
8,3,20,163
8,4,20,164
8,5,20,165
8,6,20,166
8,7,20,167
8,8,20,168
8,9,20,169
8,10,20,170
8,11,20,171
8,12,20,172
8,13,20,173
8,14,20,174
8,15,20,175
8,16,20,176
8,17,20,177
8,18,20,178
8,19,20,179
9,0,20,180
9,1,20,181
9,2,20,182
9,3,20,183
9,4,20,184
9,5,20,185
9,6,20,186
9,7,20,187
9,8,20,188
9,9,20,189
9,10,20,190
9,11,20,191
9,12,20,192
9,13,20,193
9,14,20,194
9,15,20,195
9,16,20,196
9,17,20,197
9,18,20,198
9,19,20,199
10,0,20,200
10,1,20,201
10,2,20,202
10,3,20,203
10,4,20,204
10,5,20,205
10,6,20,206
10,7,20,207
10,8,20,208
10,9,20,209
10,10,20,210
10,11,20,211
10,12,20,212
10,13,20,213
10,14,20,214
10,15,20,215
10,16,20,216
10,17,20,217
10,18,20,218
10,19,20,219
11,0,20,220
11,1,20,221
11,2,20,222
11,3,20,223
11,4,20,224
11,5,20,225
11,6,20,226
11,7,20,227
11,8,20,228
11,9,20,229
11,10,20,230
11,11,20,231
11,12,20,232
11,13,20,233
11,14,20,234
11,15,20,235
11,16,20,236
11,17,20,237
11,18,20,238
11,19,20,239
12,0,20,240
12,1,20,241
12,2,20,242
12,3,20,243
12,4,20,244
12,5,20,245
12,6,20,246
12,7,20,247
12,8,20,248
12,9,20,249
12,10,20,250
12,11,20,251
12,12,20,252
12,13,20,253
12,14,20,254
12,15,20,255
12,16,20,256
12,17,20,257
12,18,20,258
12,19,20,259
13,0,20,260
13,1,20,261
13,2,20,262
13,3,20,263
13,4,20,264
13,5,20,265
13,6,20,266
13,7,20,267
13,8,20,268
13,9,20,269
13,10,20,270
13,11,20,271
13,12,20,272
13,13,20,273
13,14,20,274
13,15,20,275
13,16,20,276
13,17,20,277
13,18,20,278
13,19,20,279
14,0,20,280
14,1,20,281
14,2,20,282
14,3,20,283
14,4,20,284
14,5,20,285
14,6,20,286
14,7,20,287
14,8,20,288
14,9,20,289
14,10,20,290
14,11,20,291
14,12,20,292
14,13,20,293
14,14,20,294
14,15,20,295
14,16,20,296
14,17,20,297
14,18,20,298
14,19,20,299
15,0,20,300
15,1,20,301
15,2,20,302
15,3,20,303
15,4,20,304
15,5,20,305
15,6,20,306
15,7,20,307
15,8,20,308
15,9,20,309
15,10,20,310
15,11,20,311
15,12,20,312
15,13,20,313
15,14,20,314
15,15,20,315
15,16,20,316
15,17,20,317
15,18,20,318
15,19,20,319
16,0,20,320
16,1,20,321
16,2,20,322
16,3,20,323
16,4,20,324
16,5,20,325
16,6,20,326
16,7,20,327
16,8,20,328
16,9,20,329
16,10,20,330
16,11,20,331
16,12,20,332
16,13,20,333
16,14,20,334
16,15,20,335
16,16,20,336
16,17,20,337
16,18,20,338
16,19,20,339
17,0,20,340
17,1,20,341
17,2,20,342
17,3,20,343
17,4,20,344
17,5,20,345
17,6,20,346
17,7,20,347
17,8,20,348
17,9,20,349
17,10,20,350
17,11,20,351
17,12,20,352
17,13,20,353
17,14,20,354
17,15,20,355
17,16,20,356
17,17,20,357
17,18,20,358
17,19,20,359
18,0,20,360
18,1,20,361
18,2,20,362
18,3,20,363
18,4,20,364
18,5,20,365
18,6,20,366
18,7,20,367
18,8,20,368
18,9,20,369
18,10,20,370
18,11,20,371
18,12,20,372
18,13,20,373
18,14,20,374
18,15,20,375
18,16,20,376
18,17,20,377
18,18,20,378
18,19,20,379
19,0,20,380
19,1,20,381
19,2,20,382
19,3,20,383
19,4,20,384
19,5,20,385
19,6,20,386
19,7,20,387
19,8,20,388
19,9,20,389
19,10,20,390
19,11,20,391
19,12,20,392
19,13,20,393
19,14,20,394
19,15,20,395
19,16,20,396
19,17,20,397
19,18,20,398
19,19,20,399
0,0,21,0
0,1,21,1
0,2,21,2
0,3,21,3
0,4,21,4
0,5,21,5
0,6,21,6
0,7,21,7
0,8,21,8
0,9,21,9
0,10,21,10
0,11,21,11
0,12,21,12
0,13,21,13
0,14,21,14
0,15,21,15
0,16,21,16
0,17,21,17
0,18,21,18
0,19,21,19
0,20,21,20
1,0,21,21
1,1,21,22
1,2,21,23
1,3,21,24
1,4,21,25
1,5,21,26
1,6,21,27
1,7,21,28
1,8,21,29
1,9,21,30
1,10,21,31
1,11,21,32
1,12,21,33
1,13,21,34
1,14,21,35
1,15,21,36
1,16,21,37
1,17,21,38
1,18,21,39
1,19,21,40
1,20,21,41
2,0,21,42
2,1,21,43
2,2,21,44
2,3,21,45
2,4,21,46
2,5,21,47
2,6,21,48
2,7,21,49
2,8,21,50
2,9,21,51
2,10,21,52
2,11,21,53
2,12,21,54
2,13,21,55
2,14,21,56
2,15,21,57
2,16,21,58
2,17,21,59
2,18,21,60
2,19,21,61
2,20,21,62
3,0,21,63
3,1,21,64
3,2,21,65
3,3,21,66
3,4,21,67
3,5,21,68
3,6,21,69
3,7,21,70
3,8,21,71
3,9,21,72
3,10,21,73
3,11,21,74
3,12,21,75
3,13,21,76
3,14,21,77
3,15,21,78
3,16,21,79
3,17,21,80
3,18,21,81
3,19,21,82
3,20,21,83
4,0,21,84
4,1,21,85
4,2,21,86
4,3,21,87
4,4,21,88
4,5,21,89
4,6,21,90
4,7,21,91
4,8,21,92
4,9,21,93
4,10,21,94
4,11,21,95
4,12,21,96
4,13,21,97
4,14,21,98
4,15,21,99
4,16,21,100
4,17,21,101
4,18,21,102
4,19,21,103
4,20,21,104
5,0,21,105
5,1,21,106
5,2,21,107
5,3,21,108
5,4,21,109
5,5,21,110
5,6,21,111
5,7,21,112
5,8,21,113
5,9,21,114
5,10,21,115
5,11,21,116
5,12,21,117
5,13,21,118
5,14,21,119
5,15,21,120
5,16,21,121
5,17,21,122
5,18,21,123
5,19,21,124
5,20,21,125
6,0,21,126
6,1,21,127
6,2,21,128
6,3,21,129
6,4,21,130
6,5,21,131
6,6,21,132
6,7,21,133
6,8,21,134
6,9,21,135
6,10,21,136
6,11,21,137
6,12,21,138
6,13,21,139
6,14,21,140
6,15,21,141
6,16,21,142
6,17,21,143
6,18,21,144
6,19,21,145
6,20,21,146
7,0,21,147
7,1,21,148
7,2,21,149
7,3,21,150
7,4,21,151
7,5,21,152
7,6,21,153
7,7,21,154
7,8,21,155
7,9,21,156
7,10,21,157
7,11,21,158
7,12,21,159
7,13,21,160
7,14,21,161
7,15,21,162
7,16,21,163
7,17,21,164
7,18,21,165
7,19,21,166
7,20,21,167
8,0,21,168
8,1,21,169
8,2,21,170
8,3,21,171
8,4,21,172
8,5,21,173
8,6,21,174
8,7,21,175
8,8,21,176
8,9,21,177
8,10,21,178
8,11,21,179
8,12,21,180
8,13,21,181
8,14,21,182
8,15,21,183
8,16,21,184
8,17,21,185
8,18,21,186
8,19,21,187
8,20,21,188
9,0,21,189
9,1,21,190
9,2,21,191
9,3,21,192
9,4,21,193
9,5,21,194
9,6,21,195
9,7,21,196
9,8,21,197
9,9,21,198
9,10,21,199
9,11,21,200
9,12,21,201
9,13,21,202
9,14,21,203
9,15,21,204
9,16,21,205
9,17,21,206
9,18,21,207
9,19,21,208
9,20,21,209
10,0,21,210
10,1,21,211
10,2,21,212
10,3,21,213
10,4,21,214
10,5,21,215
10,6,21,216
10,7,21,217
10,8,21,218
10,9,21,219
10,10,21,220
10,11,21,221
10,12,21,222
10,13,21,223
10,14,21,224
10,15,21,225
10,16,21,226
10,17,21,227
10,18,21,228
10,19,21,229
10,20,21,230
11,0,21,231
11,1,21,232
11,2,21,233
11,3,21,234
11,4,21,235
11,5,21,236
11,6,21,237
11,7,21,238
11,8,21,239
11,9,21,240
11,10,21,241
11,11,21,242
11,12,21,243
11,13,21,244
11,14,21,245
11,15,21,246
11,16,21,247
11,17,21,248
11,18,21,249
11,19,21,250
11,20,21,251
12,0,21,252
12,1,21,253
12,2,21,254
12,3,21,255
12,4,21,256
12,5,21,257
12,6,21,258
12,7,21,259
12,8,21,260
12,9,21,261
12,10,21,262
12,11,21,263
12,12,21,264
12,13,21,265
12,14,21,266
12,15,21,267
12,16,21,268
12,17,21,269
12,18,21,270
12,19,21,271
12,20,21,272
13,0,21,273
13,1,21,274
13,2,21,275
13,3,21,276
13,4,21,277
13,5,21,278
13,6,21,279
13,7,21,280
13,8,21,281
13,9,21,282
13,10,21,283
13,11,21,284
13,12,21,285
13,13,21,286
13,14,21,287
13,15,21,288
13,16,21,289
13,17,21,290
13,18,21,291
13,19,21,292
13,20,21,293
14,0,21,294
14,1,21,295
14,2,21,296
14,3,21,297
14,4,21,298
14,5,21,299
14,6,21,300
14,7,21,301
14,8,21,302
14,9,21,303
14,10,21,304
14,11,21,305
14,12,21,306
14,13,21,307
14,14,21,308
14,15,21,309
14,16,21,310
14,17,21,311
14,18,21,312
14,19,21,313
14,20,21,314
15,0,21,315
15,1,21,316
15,2,21,317
15,3,21,318
15,4,21,319
15,5,21,320
15,6,21,321
15,7,21,322
15,8,21,323
15,9,21,324
15,10,21,325
15,11,21,326
15,12,21,327
15,13,21,328
15,14,21,329
15,15,21,330
15,16,21,331
15,17,21,332
15,18,21,333
15,19,21,334
15,20,21,335
16,0,21,336
16,1,21,337
16,2,21,338
16,3,21,339
16,4,21,340
16,5,21,341
16,6,21,342
16,7,21,343
16,8,21,344
16,9,21,345
16,10,21,346
16,11,21,347
16,12,21,348
16,13,21,349
16,14,21,350
16,15,21,351
16,16,21,352
16,17,21,353
16,18,21,354
16,19,21,355
16,20,21,356
17,0,21,357
17,1,21,358
17,2,21,359
17,3,21,360
17,4,21,361
17,5,21,362
17,6,21,363
17,7,21,364
17,8,21,365
17,9,21,366
17,10,21,367
17,11,21,368
17,12,21,369
17,13,21,370
17,14,21,371
17,15,21,372
17,16,21,373
17,17,21,374
17,18,21,375
17,19,21,376
17,20,21,377
18,0,21,378
18,1,21,379
18,2,21,380
18,3,21,381
18,4,21,382
18,5,21,383
18,6,21,384
18,7,21,385
18,8,21,386
18,9,21,387
18,10,21,388
18,11,21,389
18,12,21,390
18,13,21,391
18,14,21,392
18,15,21,393
18,16,21,394
18,17,21,395
18,18,21,396
18,19,21,397
18,20,21,398
19,0,21,399
19,1,21,400
19,2,21,401
19,3,21,402
19,4,21,403
19,5,21,404
19,6,21,405
19,7,21,406
19,8,21,407
19,9,21,408
19,10,21,409
19,11,21,410
19,12,21,411
19,13,21,412
19,14,21,413
19,15,21,414
19,16,21,415
19,17,21,416
19,18,21,417
19,19,21,418
19,20,21,419
20,0,21,420
20,1,21,421
20,2,21,422
20,3,21,423
20,4,21,424
20,5,21,425
20,6,21,426
20,7,21,427
20,8,21,428
20,9,21,429
20,10,21,430
20,11,21,431
20,12,21,432
20,13,21,433
20,14,21,434
20,15,21,435
20,16,21,436
20,17,21,437
20,18,21,438
20,19,21,439
20,20,21,440
0,0,22,0
0,1,22,1
0,2,22,2
0,3,22,3
0,4,22,4
0,5,22,5
0,6,22,6
0,7,22,7
0,8,22,8
0,9,22,9
0,10,22,10
0,11,22,11
0,12,22,12
0,13,22,13
0,14,22,14
0,15,22,15
0,16,22,16
0,17,22,17
0,18,22,18
0,19,22,19
0,20,22,20
0,21,22,21
1,0,22,22
1,1,22,23
1,2,22,24
1,3,22,25
1,4,22,26
1,5,22,27
1,6,22,28
1,7,22,29
1,8,22,30
1,9,22,31
1,10,22,32
1,11,22,33
1,12,22,34
1,13,22,35
1,14,22,36
1,15,22,37
1,16,22,38
1,17,22,39
1,18,22,40
1,19,22,41
1,20,22,42
1,21,22,43
2,0,22,44
2,1,22,45
2,2,22,46
2,3,22,47
2,4,22,48
2,5,22,49
2,6,22,50
2,7,22,51
2,8,22,52
2,9,22,53
2,10,22,54
2,11,22,55
2,12,22,56
2,13,22,57
2,14,22,58
2,15,22,59
2,16,22,60
2,17,22,61
2,18,22,62
2,19,22,63
2,20,22,64
2,21,22,65
3,0,22,66
3,1,22,67
3,2,22,68
3,3,22,69
3,4,22,70
3,5,22,71
3,6,22,72
3,7,22,73
3,8,22,74
3,9,22,75
3,10,22,76
3,11,22,77
3,12,22,78
3,13,22,79
3,14,22,80
3,15,22,81
3,16,22,82
3,17,22,83
3,18,22,84
3,19,22,85
3,20,22,86
3,21,22,87
4,0,22,88
4,1,22,89
4,2,22,90
4,3,22,91
4,4,22,92
4,5,22,93
4,6,22,94
4,7,22,95
4,8,22,96
4,9,22,97
4,10,22,98
4,11,22,99
4,12,22,100
4,13,22,101
4,14,22,102
4,15,22,103
4,16,22,104
4,17,22,105
4,18,22,106
4,19,22,107
4,20,22,108
4,21,22,109
5,0,22,110
5,1,22,111
5,2,22,112
5,3,22,113
5,4,22,114
5,5,22,115
5,6,22,116
5,7,22,117
5,8,22,118
5,9,22,119
5,10,22,120
5,11,22,121
5,12,22,122
5,13,22,123
5,14,22,124
5,15,22,125
5,16,22,126
5,17,22,127
5,18,22,128
5,19,22,129
5,20,22,130
5,21,22,131
6,0,22,132
6,1,22,133
6,2,22,134
6,3,22,135
6,4,22,136
6,5,22,137
6,6,22,138
6,7,22,139
6,8,22,140
6,9,22,141
6,10,22,142
6,11,22,143
6,12,22,144
6,13,22,145
6,14,22,146
6,15,22,147
6,16,22,148
6,17,22,149
6,18,22,150
6,19,22,151
6,20,22,152
6,21,22,153
7,0,22,154
7,1,22,155
7,2,22,156
7,3,22,157
7,4,22,158
7,5,22,159
7,6,22,160
7,7,22,161
7,8,22,162
7,9,22,163
7,10,22,164
7,11,22,165
7,12,22,166
7,13,22,167
7,14,22,168
7,15,22,169
7,16,22,170
7,17,22,171
7,18,22,172
7,19,22,173
7,20,22,174
7,21,22,175
8,0,22,176
8,1,22,177
8,2,22,178
8,3,22,179
8,4,22,180
8,5,22,181
8,6,22,182
8,7,22,183
8,8,22,184
8,9,22,185
8,10,22,186
8,11,22,187
8,12,22,188
